trace_id,service,timestamp,level,message,anomaly_type
trace-890011,ts-ticket-service,2025-03-27 02:16:25.723751,ERROR,ts-ticket-service internal server error (code:5XX) | trace_id=trace-890011,high_error_rate
trace-890011,ts-ticket-service,2025-03-27 02:16:25.766751,ERROR,ts-ticket-service internal server error (code:5XX) | trace_id=trace-890011,high_error_rate
trace-888918,ts-order-service,2025-03-27 01:36:18.771751,INFO,ts-order-service processed request in 293ms,normal
trace-804282,ts-ticket-service,2025-03-27 03:43:25.979751,INFO,ts-ticket-service processed request in 341ms,normal
trace-744764,ts-ticket-service,2025-03-26 22:46:37.699751,INFO,ts-ticket-service processed request in 278ms,normal
trace-744764,ts-ticket-service,2025-03-26 22:46:37.731751,INFO,ts-ticket-service processed request in 278ms,normal
trace-646579,ts-ticket-service,2025-03-27 06:51:25.680751,WARN,ts-ticket-service processed request in 219ms,normal
trace-646579,ts-ticket-service,2025-03-27 06:51:25.717751,INFO,ts-ticket-service processed request in 219ms,normal
trace-646579,ts-ticket-service,2025-03-27 06:51:25.852751,INFO,ts-ticket-service processed request in 219ms,normal
trace-537588,ts-station-service,2025-03-27 14:54:51.016751,INFO,ts-station-service processed request in 387ms,normal
trace-537588,ts-station-service,2025-03-27 14:54:50.996751,INFO,ts-station-service processed request in 387ms,normal
trace-537588,ts-station-service,2025-03-27 14:54:50.953751,INFO,ts-station-service processed request in 387ms,normal
trace-487470,ts-ticket-service,2025-03-27 07:13:47.987751,INFO,ts-ticket-service processed request in 369ms,normal
trace-487470,ts-ticket-service,2025-03-27 07:13:47.999751,INFO,ts-ticket-service processed request in 369ms,normal
trace-487470,ts-ticket-service,2025-03-27 07:13:48.019751,INFO,ts-ticket-service processed request in 369ms,normal
trace-976949,ts-station-service,2025-03-26 21:50:23.899751,INFO,ts-station-service processed request in 235ms,normal
trace-504848,ts-payment-service,2025-03-26 19:51:50.817751,INFO,ts-payment-service processed request in 334ms,normal
trace-453449,ts-payment-service,2025-03-27 14:00:59.866751,ERROR,ts-payment-service failed due to dependency service breakdown | trace_id=trace-453449,cascade_failure
trace-363814,ts-config-service,2025-03-26 18:25:27.544751,ERROR,ts-config-service resource exhausted (memory/CPU) | trace_id=trace-363814,resource_exhaustion
trace-363814,ts-config-service,2025-03-26 18:25:28.595751,ERROR,ts-config-service resource exhausted (memory/CPU) | trace_id=trace-363814,resource_exhaustion
trace-363814,ts-config-service,2025-03-26 18:25:25.588751,ERROR,ts-config-service resource exhausted (memory/CPU) | trace_id=trace-363814,resource_exhaustion
trace-428258,ts-user-service,2025-03-27 05:31:36.960751,INFO,ts-user-service processed request in 314ms,normal
trace-642818,ts-auth-service,2025-03-27 02:20:43.889751,INFO,ts-auth-service processed request in 288ms,normal
trace-642818,ts-auth-service,2025-03-27 02:20:43.774751,INFO,ts-auth-service processed request in 288ms,normal
trace-941214,ts-user-service,2025-03-27 06:35:16.878751,WARN,ts-user-service processed request in 260ms,normal
trace-936795,ts-station-service,2025-03-27 00:28:59.806751,WARN,ts-station-service processed request in 265ms,normal
trace-936795,ts-station-service,2025-03-27 00:28:59.838751,INFO,ts-station-service processed request in 265ms,normal
trace-936795,ts-station-service,2025-03-27 00:28:59.860751,INFO,ts-station-service processed request in 265ms,normal
trace-727186,ts-config-service,2025-03-26 18:15:59.443751,ERROR,ts-config-service request timeout after 2540ms | trace_id=trace-727186,timeout
trace-727186,ts-config-service,2025-03-26 18:15:59.421751,ERROR,ts-config-service request timeout after 2540ms | trace_id=trace-727186,timeout
trace-727186,ts-config-service,2025-03-26 18:16:01.076751,ERROR,ts-config-service request timeout after 2540ms | trace_id=trace-727186,timeout
trace-357565,ts-ticket-service,2025-03-27 03:04:13.817751,INFO,ts-ticket-service processed request in 258ms,normal
trace-367099,ts-order-service,2025-03-26 19:15:57.883751,INFO,ts-order-service processed request in 296ms,normal
trace-367099,ts-order-service,2025-03-26 19:15:57.855751,INFO,ts-order-service processed request in 296ms,normal
trace-103425,ts-user-service,2025-03-27 14:54:22.744751,INFO,ts-user-service processed request in 264ms,normal
trace-635946,ts-ticket-service,2025-03-26 20:40:07.876751,INFO,ts-ticket-service processed request in 334ms,normal
trace-635946,ts-ticket-service,2025-03-26 20:40:07.955751,INFO,ts-ticket-service processed request in 334ms,normal
trace-635946,ts-ticket-service,2025-03-26 20:40:07.775751,INFO,ts-ticket-service processed request in 334ms,normal
trace-758623,ts-station-service,2025-03-26 23:30:29.097751,ERROR,ts-station-service potential infinite loop detected | duration=30000ms,infinite_loop
trace-758623,ts-station-service,2025-03-26 23:30:40.244751,ERROR,ts-station-service potential infinite loop detected | duration=30000ms,infinite_loop
trace-758623,ts-station-service,2025-03-26 23:30:21.572751,ERROR,ts-station-service potential infinite loop detected | duration=30000ms,infinite_loop
trace-428353,ts-user-service,2025-03-27 12:58:50.402751,ERROR,ts-user-service request timeout after 2700ms | trace_id=trace-428353,timeout
trace-428353,ts-user-service,2025-03-27 12:58:50.147751,ERROR,ts-user-service request timeout after 2700ms | trace_id=trace-428353,timeout
trace-143027,ts-auth-service,2025-03-27 14:46:13.766751,INFO,ts-auth-service processed request in 311ms,normal
trace-143027,ts-auth-service,2025-03-27 14:46:13.710751,INFO,ts-auth-service processed request in 311ms,normal
trace-143027,ts-auth-service,2025-03-27 14:46:13.941751,INFO,ts-auth-service processed request in 311ms,normal
trace-233611,ts-payment-service,2025-03-27 13:50:16.835751,ERROR,ts-payment-service request timeout after 3240ms | trace_id=trace-233611,timeout
trace-233611,ts-payment-service,2025-03-27 13:50:18.374751,ERROR,ts-payment-service request timeout after 3240ms | trace_id=trace-233611,timeout
trace-233611,ts-payment-service,2025-03-27 13:50:18.529751,ERROR,ts-payment-service request timeout after 3240ms | trace_id=trace-233611,timeout
trace-216844,ts-station-service,2025-03-27 05:02:14.948751,INFO,ts-station-service processed request in 323ms,normal
trace-216844,ts-station-service,2025-03-27 05:02:14.781751,INFO,ts-station-service processed request in 323ms,normal
trace-216844,ts-station-service,2025-03-27 05:02:14.836751,INFO,ts-station-service processed request in 323ms,normal
trace-331145,ts-station-service,2025-03-26 18:49:01.814751,INFO,ts-station-service processed request in 303ms,normal
trace-259072,ts-config-service,2025-03-27 16:29:39.611751,ERROR,ts-config-service resource exhausted (memory/CPU) | trace_id=trace-259072,resource_exhaustion
trace-668025,ts-order-service,2025-03-26 18:53:25.793751,INFO,ts-order-service processed request in 324ms,normal
trace-668025,ts-order-service,2025-03-26 18:53:25.870751,INFO,ts-order-service processed request in 324ms,normal
trace-382831,ts-order-service,2025-03-26 23:37:30.685751,INFO,ts-order-service processed request in 238ms,normal
trace-382831,ts-order-service,2025-03-26 23:37:30.881751,INFO,ts-order-service processed request in 238ms,normal
trace-353781,ts-station-service,2025-03-27 00:35:56.973751,INFO,ts-station-service processed request in 343ms,normal
trace-353781,ts-station-service,2025-03-27 00:35:56.813751,INFO,ts-station-service processed request in 343ms,normal
trace-353781,ts-station-service,2025-03-27 00:35:56.973751,WARN,ts-station-service processed request in 343ms,normal
trace-212603,ts-user-service,2025-03-27 17:12:49.715751,INFO,ts-user-service processed request in 344ms,normal
trace-212603,ts-user-service,2025-03-27 17:12:49.903751,INFO,ts-user-service processed request in 344ms,normal
trace-212603,ts-user-service,2025-03-27 17:12:50.011751,WARN,ts-user-service processed request in 344ms,normal
trace-323753,ts-order-service,2025-03-27 08:52:32.771751,INFO,ts-order-service processed request in 261ms,normal
trace-323753,ts-order-service,2025-03-27 08:52:32.715751,INFO,ts-order-service processed request in 261ms,normal
trace-564023,ts-ticket-service,2025-03-27 11:51:13.922751,ERROR,ts-ticket-service internal server error (code:5XX) | trace_id=trace-564023,high_error_rate
trace-667557,ts-user-service,2025-03-27 07:26:09.706751,INFO,ts-user-service processed request in 334ms,normal
trace-121722,ts-station-service,2025-03-26 23:09:36.003751,ERROR,ts-station-service request timeout after 2890ms | trace_id=trace-121722,timeout
trace-121722,ts-station-service,2025-03-26 23:09:36.357751,ERROR,ts-station-service request timeout after 2890ms | trace_id=trace-121722,timeout
trace-121722,ts-station-service,2025-03-26 23:09:36.342751,ERROR,ts-station-service request timeout after 2890ms | trace_id=trace-121722,timeout
trace-251535,ts-station-service,2025-03-27 14:30:45.952751,ERROR,ts-station-service failed due to dependency service breakdown | trace_id=trace-251535,cascade_failure
trace-328514,ts-auth-service,2025-03-27 05:53:38.688751,ERROR,ts-auth-service potential infinite loop detected | duration=30000ms,infinite_loop
trace-497875,ts-ticket-service,2025-03-26 19:28:04.755751,ERROR,ts-ticket-service request timeout after 2600ms | trace_id=trace-497875,timeout
trace-776831,ts-ticket-service,2025-03-27 14:58:25.756751,INFO,ts-ticket-service processed request in 230ms,normal
trace-776831,ts-ticket-service,2025-03-27 14:58:25.710751,INFO,ts-ticket-service processed request in 230ms,normal
trace-776831,ts-ticket-service,2025-03-27 14:58:25.816751,INFO,ts-ticket-service processed request in 230ms,normal
trace-499476,ts-ticket-service,2025-03-27 16:34:58.847751,INFO,ts-ticket-service processed request in 315ms,normal
trace-499476,ts-ticket-service,2025-03-27 16:34:58.725751,INFO,ts-ticket-service processed request in 315ms,normal
trace-558607,ts-auth-service,2025-03-27 08:02:51.983751,INFO,ts-auth-service processed request in 336ms,normal
trace-558607,ts-auth-service,2025-03-27 08:02:51.925751,INFO,ts-auth-service processed request in 336ms,normal
trace-558607,ts-auth-service,2025-03-27 08:02:51.796751,INFO,ts-auth-service processed request in 336ms,normal
trace-601775,ts-user-service,2025-03-27 11:34:22.955751,INFO,ts-user-service processed request in 288ms,normal
trace-728207,ts-config-service,2025-03-26 21:59:54.909751,WARN,ts-config-service processed request in 372ms,normal
trace-482281,ts-ticket-service,2025-03-27 15:34:56.870751,ERROR,ts-ticket-service internal server error (code:5XX) | trace_id=trace-482281,high_error_rate
trace-196864,ts-payment-service,2025-03-26 18:55:16.751751,INFO,ts-payment-service processed request in 334ms,normal
trace-256268,ts-user-service,2025-03-27 06:39:20.883751,INFO,ts-user-service processed request in 269ms,normal
trace-256268,ts-user-service,2025-03-27 06:39:20.682751,INFO,ts-user-service processed request in 269ms,normal
trace-256268,ts-user-service,2025-03-27 06:39:20.913751,INFO,ts-user-service processed request in 269ms,normal
trace-426734,ts-station-service,2025-03-27 11:15:45.046751,INFO,ts-station-service processed request in 385ms,normal
trace-426734,ts-station-service,2025-03-27 11:15:45.056751,INFO,ts-station-service processed request in 385ms,normal
trace-154679,ts-payment-service,2025-03-26 20:28:51.867751,INFO,ts-payment-service processed request in 399ms,normal
trace-154679,ts-payment-service,2025-03-26 20:28:52.072751,INFO,ts-payment-service processed request in 399ms,normal
trace-276083,ts-order-service,2025-03-27 08:44:09.673751,ERROR,ts-order-service potential infinite loop detected | duration=30000ms,infinite_loop
trace-170655,ts-auth-service,2025-03-27 13:37:59.836751,WARN,ts-auth-service processed request in 272ms,normal
trace-170655,ts-auth-service,2025-03-27 13:37:59.741751,INFO,ts-auth-service processed request in 272ms,normal
trace-170655,ts-auth-service,2025-03-27 13:37:59.812751,INFO,ts-auth-service processed request in 272ms,normal
trace-680322,ts-payment-service,2025-03-27 03:53:48.850751,INFO,ts-payment-service processed request in 342ms,normal
trace-680322,ts-payment-service,2025-03-27 03:53:48.977751,INFO,ts-payment-service processed request in 342ms,normal
trace-680322,ts-payment-service,2025-03-27 03:53:48.766751,INFO,ts-payment-service processed request in 342ms,normal
trace-357579,ts-auth-service,2025-03-27 17:00:38.809751,INFO,ts-auth-service processed request in 280ms,normal
trace-952812,ts-station-service,2025-03-27 16:34:29.750751,ERROR,ts-station-service received illegal argument: code=491,illegal_argument
trace-952812,ts-station-service,2025-03-27 16:34:29.743751,ERROR,ts-station-service received illegal argument: code=483,illegal_argument
trace-591852,ts-ticket-service,2025-03-27 11:39:09.711751,ERROR,ts-ticket-service internal server error (code:5XX) | trace_id=trace-591852,high_error_rate
trace-591852,ts-ticket-service,2025-03-27 11:39:09.948751,ERROR,ts-ticket-service internal server error (code:5XX) | trace_id=trace-591852,high_error_rate
trace-701740,ts-ticket-service,2025-03-27 07:09:39.990751,ERROR,ts-ticket-service request timeout after 2040ms | trace_id=trace-701740,timeout
trace-701740,ts-ticket-service,2025-03-27 07:09:41.349751,ERROR,ts-ticket-service request timeout after 2040ms | trace_id=trace-701740,timeout
trace-701740,ts-ticket-service,2025-03-27 07:09:40.587751,ERROR,ts-ticket-service request timeout after 2040ms | trace_id=trace-701740,timeout
trace-848085,ts-user-service,2025-03-27 08:17:30.946751,INFO,ts-user-service processed request in 299ms,normal
trace-100601,ts-ticket-service,2025-03-27 06:52:20.845751,ERROR,ts-ticket-service failed due to dependency service breakdown | trace_id=trace-100601,cascade_failure
trace-100601,ts-ticket-service,2025-03-27 06:52:20.720751,ERROR,ts-ticket-service failed due to dependency service breakdown | trace_id=trace-100601,cascade_failure
trace-589286,ts-config-service,2025-03-26 17:45:40.848751,ERROR,ts-config-service resource exhausted (memory/CPU) | trace_id=trace-589286,resource_exhaustion
trace-589286,ts-config-service,2025-03-26 17:45:40.556751,ERROR,ts-config-service resource exhausted (memory/CPU) | trace_id=trace-589286,resource_exhaustion
trace-888142,ts-station-service,2025-03-27 08:10:30.024751,INFO,ts-station-service processed request in 372ms,normal
trace-888142,ts-station-service,2025-03-27 08:10:29.684751,INFO,ts-station-service processed request in 372ms,normal
trace-943934,ts-user-service,2025-03-27 16:00:11.713751,INFO,ts-user-service processed request in 237ms,normal
trace-943934,ts-user-service,2025-03-27 16:00:11.743751,INFO,ts-user-service processed request in 237ms,normal
trace-221148,ts-ticket-service,2025-03-26 19:19:25.848751,INFO,ts-ticket-service processed request in 340ms,normal
trace-221148,ts-ticket-service,2025-03-26 19:19:25.959751,INFO,ts-ticket-service processed request in 340ms,normal
trace-429824,ts-user-service,2025-03-26 23:35:23.953751,INFO,ts-user-service processed request in 286ms,normal
trace-429824,ts-user-service,2025-03-26 23:35:23.745751,INFO,ts-user-service processed request in 286ms,normal
trace-571796,ts-config-service,2025-03-26 19:49:56.736751,INFO,ts-config-service processed request in 286ms,normal
trace-571796,ts-config-service,2025-03-26 19:49:56.739751,INFO,ts-config-service processed request in 286ms,normal
trace-571796,ts-config-service,2025-03-26 19:49:56.737751,WARN,ts-config-service processed request in 286ms,normal
trace-249228,ts-user-service,2025-03-27 16:43:58.924751,INFO,ts-user-service processed request in 339ms,normal
trace-249228,ts-user-service,2025-03-27 16:43:58.894751,INFO,ts-user-service processed request in 339ms,normal
trace-249228,ts-user-service,2025-03-27 16:43:58.725751,INFO,ts-user-service processed request in 339ms,normal
trace-847519,ts-auth-service,2025-03-27 00:23:29.855751,INFO,ts-auth-service processed request in 317ms,normal
trace-847519,ts-auth-service,2025-03-27 00:23:29.877751,INFO,ts-auth-service processed request in 317ms,normal
trace-847519,ts-auth-service,2025-03-27 00:23:29.993751,INFO,ts-auth-service processed request in 317ms,normal
trace-153840,ts-user-service,2025-03-27 08:23:44.817751,ERROR,ts-user-service failed due to dependency service breakdown | trace_id=trace-153840,cascade_failure
trace-587681,ts-payment-service,2025-03-27 03:15:18.738751,INFO,ts-payment-service processed request in 348ms,normal
trace-587681,ts-payment-service,2025-03-27 03:15:18.826751,INFO,ts-payment-service processed request in 348ms,normal
trace-960979,ts-station-service,2025-03-26 22:40:02.691751,INFO,ts-station-service processed request in 283ms,normal
trace-447553,ts-auth-service,2025-03-27 10:17:05.686751,INFO,ts-auth-service processed request in 269ms,normal
trace-447553,ts-auth-service,2025-03-27 10:17:05.818751,INFO,ts-auth-service processed request in 269ms,normal
trace-845647,ts-auth-service,2025-03-26 20:52:56.760751,INFO,ts-auth-service processed request in 245ms,normal
trace-845647,ts-auth-service,2025-03-26 20:52:56.894751,WARN,ts-auth-service processed request in 245ms,normal
trace-761310,ts-auth-service,2025-03-26 22:21:24.790751,INFO,ts-auth-service processed request in 258ms,normal
trace-761310,ts-auth-service,2025-03-26 22:21:24.830751,INFO,ts-auth-service processed request in 258ms,normal
trace-937299,ts-ticket-service,2025-03-26 19:00:48.031751,ERROR,ts-ticket-service internal server error (code:5XX) | trace_id=trace-937299,high_error_rate
trace-937299,ts-ticket-service,2025-03-26 19:00:47.691751,ERROR,ts-ticket-service internal server error (code:5XX) | trace_id=trace-937299,high_error_rate
trace-153389,ts-station-service,2025-03-26 22:30:21.859751,ERROR,ts-station-service failed due to dependency service breakdown | trace_id=trace-153389,cascade_failure
trace-153389,ts-station-service,2025-03-26 22:30:21.853751,ERROR,ts-station-service failed due to dependency service breakdown | trace_id=trace-153389,cascade_failure
trace-153389,ts-station-service,2025-03-26 22:30:22.013751,ERROR,ts-station-service failed due to dependency service breakdown | trace_id=trace-153389,cascade_failure
trace-900734,ts-order-service,2025-03-26 22:36:57.731751,INFO,ts-order-service processed request in 232ms,normal
trace-900734,ts-order-service,2025-03-26 22:36:57.732751,INFO,ts-order-service processed request in 232ms,normal
trace-900734,ts-order-service,2025-03-26 22:36:57.908751,INFO,ts-order-service processed request in 232ms,normal
trace-964774,ts-auth-service,2025-03-27 03:34:09.739751,INFO,ts-auth-service processed request in 233ms,normal
trace-964774,ts-auth-service,2025-03-27 03:34:09.910751,INFO,ts-auth-service processed request in 233ms,normal
trace-899128,ts-order-service,2025-03-27 10:10:51.984751,INFO,ts-order-service processed request in 324ms,normal
trace-899128,ts-order-service,2025-03-27 10:10:51.779751,INFO,ts-order-service processed request in 324ms,normal
trace-146151,ts-order-service,2025-03-27 06:18:01.891751,INFO,ts-order-service processed request in 327ms,normal
trace-303071,ts-ticket-service,2025-03-27 02:07:30.742751,ERROR,ts-ticket-service internal server error (code:5XX) | trace_id=trace-303071,high_error_rate
trace-303071,ts-ticket-service,2025-03-27 02:07:30.994751,ERROR,ts-ticket-service internal server error (code:5XX) | trace_id=trace-303071,high_error_rate
trace-367541,ts-order-service,2025-03-27 09:39:39.943751,INFO,ts-order-service processed request in 287ms,normal
trace-367541,ts-order-service,2025-03-27 09:39:39.933751,INFO,ts-order-service processed request in 287ms,normal
trace-862564,ts-config-service,2025-03-26 23:45:21.759751,INFO,ts-config-service processed request in 293ms,normal
trace-862564,ts-config-service,2025-03-26 23:45:21.796751,WARN,ts-config-service processed request in 293ms,normal
trace-805284,ts-order-service,2025-03-26 23:21:43.936751,INFO,ts-order-service processed request in 316ms,normal
trace-805284,ts-order-service,2025-03-26 23:21:43.818751,INFO,ts-order-service processed request in 316ms,normal
trace-746759,ts-config-service,2025-03-27 03:46:50.871751,INFO,ts-config-service processed request in 304ms,normal
trace-762201,ts-ticket-service,2025-03-27 05:26:25.785751,ERROR,ts-ticket-service internal server error (code:5XX) | trace_id=trace-762201,high_error_rate
trace-762201,ts-ticket-service,2025-03-27 05:26:25.769751,ERROR,ts-ticket-service internal server error (code:5XX) | trace_id=trace-762201,high_error_rate
trace-645310,ts-config-service,2025-03-27 07:10:20.791744,INFO,ts-config-service processed request in 288ms,normal
trace-645310,ts-config-service,2025-03-27 07:10:20.946744,INFO,ts-config-service processed request in 288ms,normal
trace-606877,ts-auth-service,2025-03-27 07:25:08.929744,INFO,ts-auth-service processed request in 257ms,normal
trace-414931,ts-order-service,2025-03-27 07:56:55.833744,INFO,ts-order-service processed request in 308ms,normal
trace-414931,ts-order-service,2025-03-27 07:56:55.816744,WARN,ts-order-service processed request in 308ms,normal
trace-414931,ts-order-service,2025-03-27 07:56:55.680744,INFO,ts-order-service processed request in 308ms,normal
trace-360820,ts-user-service,2025-03-27 00:25:22.982744,INFO,ts-user-service processed request in 449ms,normal
trace-360820,ts-user-service,2025-03-27 00:25:22.854744,INFO,ts-user-service processed request in 449ms,normal
trace-360820,ts-user-service,2025-03-27 00:25:22.776744,INFO,ts-user-service processed request in 449ms,normal
trace-480625,ts-ticket-service,2025-03-27 02:18:18.963744,ERROR,ts-ticket-service internal server error (code:5XX) | trace_id=trace-480625,high_error_rate
trace-185070,ts-user-service,2025-03-27 08:30:00.730744,INFO,ts-user-service processed request in 284ms,normal
trace-556784,ts-config-service,2025-03-27 02:32:59.769744,INFO,ts-config-service processed request in 346ms,normal
trace-556784,ts-config-service,2025-03-27 02:32:59.970744,INFO,ts-config-service processed request in 346ms,normal
trace-556784,ts-config-service,2025-03-27 02:32:59.688744,WARN,ts-config-service processed request in 346ms,normal
trace-449999,ts-ticket-service,2025-03-27 03:50:38.694744,ERROR,ts-ticket-service internal server error (code:5XX) | trace_id=trace-449999,high_error_rate
trace-717006,ts-ticket-service,2025-03-27 09:32:12.001744,INFO,ts-ticket-service processed request in 321ms,normal
trace-717006,ts-ticket-service,2025-03-27 09:32:11.764744,INFO,ts-ticket-service processed request in 321ms,normal
trace-740231,ts-auth-service,2025-03-27 11:19:31.743744,INFO,ts-auth-service processed request in 330ms,normal
trace-740231,ts-auth-service,2025-03-27 11:19:31.719744,INFO,ts-auth-service processed request in 330ms,normal
trace-740231,ts-auth-service,2025-03-27 11:19:31.715744,INFO,ts-auth-service processed request in 330ms,normal
trace-495153,ts-order-service,2025-03-27 14:18:42.052744,WARN,ts-order-service processed request in 402ms,normal
trace-257334,ts-ticket-service,2025-03-26 21:39:17.749744,WARN,ts-ticket-service processed request in 243ms,normal
trace-257334,ts-ticket-service,2025-03-26 21:39:17.785744,INFO,ts-ticket-service processed request in 243ms,normal
trace-102188,ts-user-service,2025-03-27 00:10:22.864744,INFO,ts-user-service processed request in 323ms,normal
trace-102188,ts-user-service,2025-03-27 00:10:22.942744,INFO,ts-user-service processed request in 323ms,normal
trace-102188,ts-user-service,2025-03-27 00:10:22.831744,INFO,ts-user-service processed request in 323ms,normal
trace-811710,ts-payment-service,2025-03-27 04:19:19.770744,INFO,ts-payment-service processed request in 253ms,normal
trace-811710,ts-payment-service,2025-03-27 04:19:19.811744,INFO,ts-payment-service processed request in 253ms,normal
trace-204827,ts-station-service,2025-03-27 15:54:42.564744,ERROR,ts-station-service request timeout after 3270ms | trace_id=trace-204827,timeout
trace-204827,ts-station-service,2025-03-27 15:54:40.941744,ERROR,ts-station-service request timeout after 3270ms | trace_id=trace-204827,timeout
trace-961331,ts-config-service,2025-03-27 10:19:46.726744,INFO,ts-config-service processed request in 254ms,normal
trace-961331,ts-config-service,2025-03-27 10:19:46.760744,INFO,ts-config-service processed request in 254ms,normal
trace-380316,ts-auth-service,2025-03-26 19:43:30.896744,INFO,ts-auth-service processed request in 279ms,normal
trace-168097,ts-station-service,2025-03-27 00:29:45.774744,INFO,ts-station-service processed request in 285ms,normal
trace-168097,ts-station-service,2025-03-27 00:29:45.727744,INFO,ts-station-service processed request in 285ms,normal
trace-168097,ts-station-service,2025-03-27 00:29:45.748744,WARN,ts-station-service processed request in 285ms,normal
trace-620529,ts-user-service,2025-03-26 19:14:51.965744,INFO,ts-user-service processed request in 348ms,normal
trace-270715,ts-config-service,2025-03-27 00:07:12.964744,ERROR,ts-config-service request timeout after 3450ms | trace_id=trace-270715,timeout
trace-270715,ts-config-service,2025-03-27 00:07:12.792744,ERROR,ts-config-service request timeout after 3450ms | trace_id=trace-270715,timeout
trace-270715,ts-config-service,2025-03-27 00:07:14.001744,ERROR,ts-config-service request timeout after 3450ms | trace_id=trace-270715,timeout
trace-785233,ts-ticket-service,2025-03-27 02:43:32.719744,INFO,ts-ticket-service processed request in 237ms,normal
trace-320774,ts-ticket-service,2025-03-27 08:33:58.860744,WARN,ts-ticket-service processed request in 302ms,normal
trace-320774,ts-ticket-service,2025-03-27 08:33:58.724744,INFO,ts-ticket-service processed request in 302ms,normal
trace-320774,ts-ticket-service,2025-03-27 08:33:58.974744,INFO,ts-ticket-service processed request in 302ms,normal
trace-183312,ts-station-service,2025-03-27 15:11:24.850744,ERROR,ts-station-service failed due to dependency service breakdown | trace_id=trace-183312,cascade_failure
trace-232235,ts-payment-service,2025-03-27 11:53:32.742744,WARN,ts-payment-service processed request in 237ms,normal
trace-232235,ts-payment-service,2025-03-27 11:53:32.689744,INFO,ts-payment-service processed request in 237ms,normal
trace-707408,ts-payment-service,2025-03-27 08:37:05.910744,INFO,ts-payment-service processed request in 289ms,normal
trace-707408,ts-payment-service,2025-03-27 08:37:05.949744,INFO,ts-payment-service processed request in 289ms,normal
trace-843556,ts-ticket-service,2025-03-27 09:41:29.813744,INFO,ts-ticket-service processed request in 284ms,normal
trace-843556,ts-ticket-service,2025-03-27 09:41:29.820744,INFO,ts-ticket-service processed request in 284ms,normal
trace-461848,ts-ticket-service,2025-03-27 14:55:26.845744,ERROR,ts-ticket-service internal server error (code:5XX) | trace_id=trace-461848,high_error_rate
trace-295624,ts-ticket-service,2025-03-26 23:12:41.706744,ERROR,ts-ticket-service received illegal argument: code=451,illegal_argument
trace-295624,ts-ticket-service,2025-03-26 23:12:41.706744,ERROR,ts-ticket-service received illegal argument: code=461,illegal_argument
trace-955408,ts-payment-service,2025-03-27 05:25:36.682744,INFO,ts-payment-service processed request in 231ms,normal
trace-921251,ts-auth-service,2025-03-27 11:21:06.795744,ERROR,ts-auth-service request timeout after 2710ms | trace_id=trace-921251,timeout
trace-921251,ts-auth-service,2025-03-27 11:21:06.085744,ERROR,ts-auth-service request timeout after 2710ms | trace_id=trace-921251,timeout
trace-921251,ts-auth-service,2025-03-27 11:21:07.338744,ERROR,ts-auth-service request timeout after 2710ms | trace_id=trace-921251,timeout
trace-144066,ts-user-service,2025-03-27 12:13:10.825744,WARN,ts-user-service processed request in 351ms,normal
trace-289281,ts-order-service,2025-03-27 02:06:53.806744,INFO,ts-order-service processed request in 404ms,normal
trace-939079,ts-auth-service,2025-03-26 18:56:31.712744,INFO,ts-auth-service processed request in 220ms,normal
trace-321314,ts-auth-service,2025-03-27 11:56:51.831744,INFO,ts-auth-service processed request in 206ms,normal
trace-321314,ts-auth-service,2025-03-27 11:56:51.680744,INFO,ts-auth-service processed request in 206ms,normal
trace-321314,ts-auth-service,2025-03-27 11:56:51.830744,INFO,ts-auth-service processed request in 206ms,normal
trace-509668,ts-station-service,2025-03-26 22:04:45.398744,ERROR,ts-station-service request timeout after 3930ms | trace_id=trace-509668,timeout
trace-854038,ts-station-service,2025-03-26 19:48:44.732744,INFO,ts-station-service processed request in 319ms,normal
trace-854038,ts-station-service,2025-03-26 19:48:44.829744,INFO,ts-station-service processed request in 319ms,normal
trace-854038,ts-station-service,2025-03-26 19:48:44.858744,INFO,ts-station-service processed request in 319ms,normal
trace-448762,ts-ticket-service,2025-03-27 16:40:36.801744,INFO,ts-ticket-service processed request in 256ms,normal
trace-448762,ts-ticket-service,2025-03-27 16:40:36.699744,INFO,ts-ticket-service processed request in 256ms,normal
trace-738331,ts-user-service,2025-03-26 20:30:25.923744,INFO,ts-user-service processed request in 326ms,normal
trace-738331,ts-user-service,2025-03-26 20:30:25.868744,INFO,ts-user-service processed request in 326ms,normal
trace-738331,ts-user-service,2025-03-26 20:30:25.871744,WARN,ts-user-service processed request in 326ms,normal
trace-377558,ts-payment-service,2025-03-27 06:23:46.747744,ERROR,ts-payment-service failed due to dependency service breakdown | trace_id=trace-377558,cascade_failure
trace-377558,ts-payment-service,2025-03-27 06:23:46.722744,ERROR,ts-payment-service failed due to dependency service breakdown | trace_id=trace-377558,cascade_failure
trace-366487,ts-auth-service,2025-03-27 02:57:16.954744,INFO,ts-auth-service processed request in 300ms,normal
trace-332575,ts-user-service,2025-03-27 00:58:20.887744,INFO,ts-user-service processed request in 316ms,normal
trace-332575,ts-user-service,2025-03-27 00:58:20.992744,INFO,ts-user-service processed request in 316ms,normal
trace-941368,ts-station-service,2025-03-27 07:21:59.974744,WARN,ts-station-service processed request in 346ms,normal
trace-941368,ts-station-service,2025-03-27 07:22:00.010744,INFO,ts-station-service processed request in 346ms,normal
trace-941368,ts-station-service,2025-03-27 07:21:59.990744,INFO,ts-station-service processed request in 346ms,normal
